@hongkong:y 0.012915
@hongkong:n 0.987085
@defend:y 0.003690
@defend:n 0.996310
@created:y 0.007380
@created:n 0.992620
@cars:y 0.007380
@cars:n 0.992620
@peter:y 0.014760
@peter:n 0.985240
@dot:y 0.001845
@dot:n 0.998155
@consortium:y 0.003690
@consortium:n 0.996310
@wireless:y 0.001845
@wireless:n 0.998155
@programme:y 0.007380
@programme:n 0.992620
@kingdom:y 0.014760
@kingdom:n 0.985240
@centers:y 0.001845
@centers:n 0.998155
@nigeria:y 0.001845
@nigeria:n 0.998155
@favour:y 0.003690
@favour:n 0.996310
@textile:y 0.001845
@textile:n 0.998155
@bit:y 0.012915
@bit:n 0.987085
@siemens:y 0.000000
@siemens:n 1.000000
@affiliates:y 0.009225
@affiliates:n 0.990775
@chain:y 0.003690
@chain:n 0.996310
@comprising:y 0.025830
@comprising:n 0.974170
@rainfall:y 0.001845
@rainfall:n 0.998155
@trans:y 0.005535
@trans:n 0.994465
@rotterdam:y 0.001845
@rotterdam:n 0.998155
@cargill:y 0.003690
@cargill:n 0.996310
@backed:y 0.005535
@backed:n 0.994465
@guilder:y 0.003690
@guilder:n 0.996310
@aegean:y 0.001845
@aegean:n 0.998155
@weight:y 0.007380
@weight:n 0.992620
@listed:y 0.005535
@listed:n 0.994465
@disaster:y 0.005535
@disaster:n 0.994465
@delhi:y 0.000000
@delhi:n 1.000000
@greek:y 0.001845
@greek:n 0.998155
@cos:y 0.003690
@cos:n 0.996310
@objective:y 0.003690
@objective:n 0.996310
@oilseeds:y 0.000000
@oilseeds:n 1.000000
@spent:y 0.007380
@spent:n 0.992620
@cooper:y 0.001845
@cooper:n 0.998155
@owners:y 0.000000
@owners:n 1.000000
@textiles:y 0.000000
@textiles:n 1.000000
@adequate:y 0.003690
@adequate:n 0.996310
@float:y 0.000000
@float:n 1.000000
@bankamerica:y 0.005535
@bankamerica:n 0.994465
@sri:y 0.001845
@sri:n 0.998155
@imbalance:y 0.000000
@imbalance:n 1.000000
@economics:y 0.000000
@economics:n 1.000000
@amounted:y 0.007380
@amounted:n 0.992620
@hotels:y 0.005535
@hotels:n 0.994465
@merchandise:y 0.003690
@merchandise:n 0.996310
@repeated:y 0.003690
@repeated:n 0.996310
@origin:y 0.007380
@origin:n 0.992620
@broadly:y 0.009225
@broadly:n 0.990775
@meal:y 0.000000
@meal:n 1.000000
@earthquake:y 0.000000
@earthquake:n 1.000000
@manufacturer:y 0.003690
@manufacturer:n 0.996310
@merchant:y 0.005535
@merchant:n 0.994465
@shamrock:y 0.000000
@shamrock:n 1.000000
@rio:y 0.000000
@rio:n 1.000000
@midland:y 0.007380
@midland:n 0.992620
@terminated:y 0.003690
@terminated:n 0.996310
@pace:y 0.003690
@pace:n 0.996310
@informal:y 0.000000
@informal:n 1.000000
@basin:y 0.001845
@basin:n 0.998155
@depending:y 0.001845
@depending:n 0.998155
@expense:y 0.007380
@expense:n 0.992620
@alleged:y 0.005535
@alleged:n 0.994465
@fear:y 0.007380
@fear:n 0.992620
@expanding:y 0.003690
@expanding:n 0.996310
@container:y 0.003690
@container:n 0.996310
@goal:y 0.007380
@goal:n 0.992620
@halt:y 0.003690
@halt:n 0.996310
@tonnage:y 0.003690
@tonnage:n 0.996310
@conservative:y 0.009225
@conservative:n 0.990775
@moved:y 0.009225
@moved:n 0.990775
@pushed:y 0.016605
@pushed:n 0.983395
@thirds:y 0.001845
@thirds:n 0.998155
@complex:y 0.000000
@complex:n 1.000000
@core:y 0.005535
@core:n 0.994465
@strengthen:y 0.001845
@strengthen:n 0.998155
@refineries:y 0.000000
@refineries:n 1.000000
@rapid:y 0.007380
@rapid:n 0.992620
@smc:y 0.000000
@smc:n 1.000000
@meant:y 0.009225
@meant:n 0.990775
@involving:y 0.003690
@involving:n 0.996310
@peak:y 0.003690
@peak:n 0.996310
@ontario:y 0.007380
@ontario:n 0.992620
@conrac:y 0.000000
@conrac:n 1.000000
@honeywell:y 0.000000
@honeywell:n 1.000000
@executives:y 0.003690
@executives:n 0.996310
@forces:y 0.001845
@forces:n 0.998155
@club:y 0.003690
@club:n 0.996310
@dealing:y 0.009225
@dealing:n 0.990775
@turning:y 0.009225
@turning:n 0.990775
@uruguay:y 0.000000
@uruguay:n 1.000000
@mart:y 0.001845
@mart:n 0.998155
@covered:y 0.003690
@covered:n 0.996310
@destinations:y 0.000000
@destinations:n 1.000000
@lme:y 0.000000
@lme:n 1.000000
@deficiency:y 0.003690
@deficiency:n 0.996310
@dauster:y 0.000000
@dauster:n 1.000000
@showing:y 0.005535
@showing:n 0.994465
@entertainment:y 0.000000
@entertainment:n 1.000000
@expensive:y 0.005535
@expensive:n 0.994465
@faster:y 0.001845
@faster:n 0.998155
@propose:y 0.003690
@propose:n 0.996310
@requires:y 0.005535
@requires:n 0.994465
@jersey:y 0.011070
@jersey:n 0.988930
@warrant:y 0.007380
@warrant:n 0.992620
@poehl:y 0.000000
@poehl:n 1.000000
@est:y 0.001845
@est:n 0.998155
@join:y 0.009225
@join:n 0.990775
@rapeseed:y 0.000000
@rapeseed:n 1.000000
@orange:y 0.000000
@orange:n 1.000000
@returned:y 0.007380
@returned:n 0.992620
@sumitomo:y 0.007380
@sumitomo:n 0.992620
@alcan:y 0.000000
@alcan:n 1.000000
@calculated:y 0.005535
@calculated:n 0.994465
@salomon:y 0.001845
@salomon:n 0.998155
@pioneer:y 0.000000
@pioneer:n 1.000000
@wagner:y 0.000000
@wagner:n 1.000000
@match:y 0.009225
@match:n 0.990775
@smelter:y 0.005535
@smelter:n 0.994465
@saudis:y 0.000000
@saudis:n 1.000000
@achieved:y 0.000000
@achieved:n 1.000000
@renault:y 0.000000
@renault:n 1.000000
@van:y 0.001845
@van:n 0.998155
@spread:y 0.003690
@spread:n 0.996310
@bally:y 0.000000
@bally:n 1.000000
@deficits:y 0.003690
@deficits:n 0.996310
@requested:y 0.005535
@requested:n 0.994465
@utility:y 0.009225
@utility:n 0.990775
@ban:y 0.003690
@ban:n 0.996310
@bolivia:y 0.000000
@bolivia:n 1.000000
@mill:y 0.003690
@mill:n 0.996310
@wait:y 0.007380
@wait:n 0.992620
@retaliate:y 0.001845
@retaliate:n 0.998155
@book:y 0.009225
@book:n 0.990775
@charged:y 0.007380
@charged:n 0.992620
@interstate:y 0.000000
@interstate:n 1.000000
@annually:y 0.003690
@annually:n 0.996310
@manhattan:y 0.001845
@manhattan:n 0.998155
@represented:y 0.012915
@represented:n 0.987085
@intermediate:y 0.003690
@intermediate:n 0.996310
@refiners:y 0.003690
@refiners:n 0.996310
@appreciation:y 0.005535
@appreciation:n 0.994465
@gained:y 0.012915
@gained:n 0.987085
@funding:y 0.009225
@funding:n 0.990775
@begun:y 0.003690
@begun:n 0.996310
@pesch:y 0.000000
@pesch:n 1.000000
@texaco:y 0.000000
@texaco:n 1.000000
@improving:y 0.016605
