1 (@hongkong:y) 0.002005

2 (@hongkong:n) 0.997995

3 (@defend:y) 0.004261

4 (@defend:n) 0.995739

5 (@created:y) 0.004637

6 (@created:n) 0.995363

7 (@cars:y) 0.003384

8 (@cars:n) 0.996616

9 (@peter:y) 0.004637

10 (@peter:n) 0.995363

11 (@dot:y) 0.001379

12 (@dot:n) 0.998621

13 (@consortium:y) 0.003760

14 (@consortium:n) 0.996240

15 (@wireless:y) 0.002381

16 (@wireless:n) 0.997619

17 (@programme:y) 0.003885

18 (@programme:n) 0.996115

19 (@kingdom:y) 0.003133

20 (@kingdom:n) 0.996867

21 (@centers:y) 0.003885

22 (@centers:n) 0.996115

23 (@nigeria:y) 0.002256

24 (@nigeria:n) 0.997744

25 (@favour:y) 0.004637

26 (@favour:n) 0.995363

27 (@textile:y) 0.002757

28 (@textile:n) 0.997243

29 (@bit:y) 0.004261

30 (@bit:n) 0.995739

31 (@siemens:y) 0.001504

32 (@siemens:n) 0.998496

33 (@affiliates:y) 0.004387

34 (@affiliates:n) 0.995613

35 (@chain:y) 0.003259

36 (@chain:n) 0.996741

37 (@comprising:y) 0.004888

38 (@comprising:n) 0.995112

39 (@rainfall:y) 0.002381

40 (@rainfall:n) 0.997619

41 (@trans:y) 0.004011

42 (@trans:n) 0.995989

43 (@rotterdam:y) 0.003133

44 (@rotterdam:n) 0.996867

45 (@cargill:y) 0.003008

46 (@cargill:n) 0.996992

47 (@backed:y) 0.004261

48 (@backed:n) 0.995739

49 (@guilder:y) 0.002256

50 (@guilder:n) 0.997744

51 (@aegean:y) 0.001379

52 (@aegean:n) 0.998621

53 (@weight:y) 0.003133

54 (@weight:n) 0.996867

55 (@listed:y) 0.004387

56 (@listed:n) 0.995613

57 (@disaster:y) 0.002883

58 (@disaster:n) 0.997117

59 (@delhi:y) 0.001003

60 (@delhi:n) 0.998997

61 (@greek:y) 0.001128

62 (@greek:n) 0.998872

63 (@cos:y) 0.004512

64 (@cos:n) 0.995488

65 (@objective:y) 0.003760

66 (@objective:n) 0.996240

67 (@oilseeds:y) 0.002757

68 (@oilseeds:n) 0.997243

69 (@spent:y) 0.004763

70 (@spent:n) 0.995237

71 (@cooper:y) 0.002381

72 (@cooper:n) 0.997619

73 (@owners:y) 0.003760

74 (@owners:n) 0.996240

75 (@textiles:y) 0.004136

76 (@textiles:n) 0.995864

77 (@adequate:y) 0.003885

78 (@adequate:n) 0.996115

79 (@float:y) 0.002256

80 (@float:n) 0.997744

81 (@bankamerica:y) 0.002381

82 (@bankamerica:n) 0.997619

83 (@sri:y) 0.002131

84 (@sri:n) 0.997869

85 (@imbalance:y) 0.003635

86 (@imbalance:n) 0.996365

87 (@economics:y) 0.004637

88 (@economics:n) 0.995363

89 (@amounted:y) 0.004261

90 (@amounted:n) 0.995739

91 (@hotels:y) 0.002256

92 (@hotels:n) 0.997744

93 (@merchandise:y) 0.003133

94 (@merchandise:n) 0.996867

95 (@repeated:y) 0.004888

96 (@repeated:n) 0.995112

97 (@origin:y) 0.004136

