@hongkong:y 0.027778
@hongkong:n 0.972222
@defend:y 0.000000
@defend:n 1.000000
@created:y 0.005556
@created:n 0.994444
@cars:y 0.005556
@cars:n 0.994444
@peter:y 0.000000
@peter:n 1.000000
@dot:y 0.000000
@dot:n 1.000000
@consortium:y 0.005556
@consortium:n 0.994444
@wireless:y 0.000000
@wireless:n 1.000000
@programme:y 0.000000
@programme:n 1.000000
@kingdom:y 0.022222
@kingdom:n 0.977778
@centers:y 0.000000
@centers:n 1.000000
@nigeria:y 0.005556
@nigeria:n 0.994444
@favour:y 0.000000
@favour:n 1.000000
@textile:y 0.005556
@textile:n 0.994444
@bit:y 0.005556
@bit:n 0.994444
@siemens:y 0.000000
@siemens:n 1.000000
@affiliates:y 0.011111
@affiliates:n 0.988889
@chain:y 0.005556
@chain:n 0.994444
@comprising:y 0.005556
@comprising:n 0.994444
@rainfall:y 0.000000
@rainfall:n 1.000000
@trans:y 0.000000
@trans:n 1.000000
@rotterdam:y 0.005556
@rotterdam:n 0.994444
@cargill:y 0.000000
@cargill:n 1.000000
@backed:y 0.000000
@backed:n 1.000000
@guilder:y 0.000000
@guilder:n 1.000000
@aegean:y 0.000000
@aegean:n 1.000000
@weight:y 0.011111
@weight:n 0.988889
@listed:y 0.005556
@listed:n 0.994444
@disaster:y 0.016667
@disaster:n 0.983333
@delhi:y 0.000000
@delhi:n 1.000000
@greek:y 0.000000
@greek:n 1.000000
@cos:y 0.000000
@cos:n 1.000000
@objective:y 0.016667
@objective:n 0.983333
@oilseeds:y 0.000000
@oilseeds:n 1.000000
@spent:y 0.005556
@spent:n 0.994444
@cooper:y 0.000000
@cooper:n 1.000000
@owners:y 0.005556
@owners:n 0.994444
@textiles:y 0.005556
@textiles:n 0.994444
@adequate:y 0.005556
@adequate:n 0.994444
@float:y 0.005556
@float:n 0.994444
@bankamerica:y 0.005556
@bankamerica:n 0.994444
@sri:y 0.000000
@sri:n 1.000000
@imbalance:y 0.000000
@imbalance:n 1.000000
@economics:y 0.005556
@economics:n 0.994444
@amounted:y 0.011111
@amounted:n 0.988889
@hotels:y 0.000000
@hotels:n 1.000000
@merchandise:y 0.000000
@merchandise:n 1.000000
@repeated:y 0.000000
@repeated:n 1.000000
@origin:y 0.011111
@origin:n 0.988889
@broadly:y 0.016667
@broadly:n 0.983333
@meal:y 0.000000
@meal:n 1.000000
@earthquake:y 0.000000
@earthquake:n 1.000000
@manufacturer:y 0.005556
@manufacturer:n 0.994444
@merchant:y 0.011111
@merchant:n 0.988889
@shamrock:y 0.000000
@shamrock:n 1.000000
@rio:y 0.005556
@rio:n 0.994444
@midland:y 0.011111
@midland:n 0.988889
@terminated:y 0.000000
@terminated:n 1.000000
@pace:y 0.011111
@pace:n 0.988889
@informal:y 0.000000
@informal:n 1.000000
@basin:y 0.005556
@basin:n 0.994444
@depending:y 0.005556
@depending:n 0.994444
@expense:y 0.011111
@expense:n 0.988889
@alleged:y 0.005556
@alleged:n 0.994444
@fear:y 0.016667
@fear:n 0.983333
@expanding:y 0.005556
@expanding:n 0.994444
@container:y 0.005556
@container:n 0.994444
@goal:y 0.016667
@goal:n 0.983333
@halt:y 0.005556
@halt:n 0.994444
@tonnage:y 0.005556
@tonnage:n 0.994444
@conservative:y 0.016667
@conservative:n 0.983333
@moved:y 0.011111
@moved:n 0.988889
@pushed:y 0.011111
@pushed:n 0.988889
@thirds:y 0.005556
@thirds:n 0.994444
@complex:y 0.005556
@complex:n 0.994444
@core:y 0.005556
@core:n 0.994444
@strengthen:y 0.005556
@strengthen:n 0.994444
@refineries:y 0.000000
@refineries:n 1.000000
@rapid:y 0.000000
@rapid:n 1.000000
@smc:y 0.000000
@smc:n 1.000000
@meant:y 0.011111
@meant:n 0.988889
@involving:y 0.005556
@involving:n 0.994444
@peak:y 0.000000
@peak:n 1.000000
@ontario:y 0.005556
@ontario:n 0.994444
@conrac:y 0.000000
@conrac:n 1.000000
@honeywell:y 0.000000
@honeywell:n 1.000000
@executives:y 0.000000
@executives:n 1.000000
@forces:y 0.000000
@forces:n 1.000000
@club:y 0.005556
@club:n 0.994444
@dealing:y 0.016667
@dealing:n 0.983333
@turning:y 0.016667
@turning:n 0.983333
@uruguay:y 0.000000
@uruguay:n 1.000000
@mart:y 0.000000
@mart:n 1.000000
@covered:y 0.005556
@covered:n 0.994444
@destinations:y 0.000000
@destinations:n 1.000000
@lme:y 0.000000
@lme:n 1.000000
@deficiency:y 0.005556
@deficiency:n 0.994444
@dauster:y 0.000000
@dauster:n 1.000000
@showing:y 0.005556
@showing:n 0.994444
@entertainment:y 0.000000
@entertainment:n 1.000000
@expensive:y 0.011111
@expensive:n 0.988889
@faster:y 0.005556
@faster:n 0.994444
@propose:y 0.005556
@propose:n 0.994444
@requires:y 0.005556
@requires:n 0.994444
@jersey:y 0.005556
@jersey:n 0.994444
@warrant:y 0.000000
@warrant:n 1.000000
@poehl:y 0.000000
@poehl:n 1.000000
@est:y 0.005556
@est:n 0.994444
@join:y 0.011111
@join:n 0.988889
@rapeseed:y 0.000000
@rapeseed:n 1.000000
@orange:y 0.000000
@orange:n 1.000000
@returned:y 0.005556
@returned:n 0.994444
@sumitomo:y 0.016667
@sumitomo:n 0.983333
@alcan:y 0.000000
@alcan:n 1.000000
@calculated:y 0.000000
@calculated:n 1.000000
@salomon:y 0.000000
@salomon:n 1.000000
@pioneer:y 0.000000
@pioneer:n 1.000000
@wagner:y 0.000000
@wagner:n 1.000000
@match:y 0.011111
@match:n 0.988889
@smelter:y 0.005556
@smelter:n 0.994444
@saudis:y 0.000000
@saudis:n 1.000000
@achieved:y 0.000000
@achieved:n 1.000000
@renault:y 0.000000
@renault:n 1.000000
@van:y 0.000000
@van:n 1.000000
@spread:y 0.005556
@spread:n 0.994444
@bally:y 0.000000
@bally:n 1.000000
@deficits:y 0.005556
@deficits:n 0.994444
@requested:y 0.005556
@requested:n 0.994444
@utility:y 0.016667
@utility:n 0.983333
@ban:y 0.005556
@ban:n 0.994444
@bolivia:y 0.000000
@bolivia:n 1.000000
@mill:y 0.000000
@mill:n 1.000000
@wait:y 0.005556
@wait:n 0.994444
@retaliate:y 0.000000
@retaliate:n 1.000000
@book:y 0.011111
@book:n 0.988889
@charged:y 0.011111
@charged:n 0.988889
@interstate:y 0.000000
@interstate:n 1.000000
@annually:y 0.000000
@annually:n 1.000000
@manhattan:y 0.005556
@manhattan:n 0.994444
@represented:y 0.011111
@represented:n 0.988889
@intermediate:y 0.000000
@intermediate:n 1.000000
@refiners:y 0.000000
@refiners:n 1.000000
@appreciation:y 0.011111
@appreciation:n 0.988889
@gained:y 0.000000
@gained:n 1.000000
@funding:y 0.011111
@funding:n 0.988889
@begun:y 0.000000
@begun:n 1.000000
@pesch:y 0.000000
@pesch:n 1.000000
@texaco:y 0.000000
@texaco:n 1.000000
@improving:y 0.011111
@improving:n 0.988889
@counter:y 0.000000
@counter:n 1.000000
@hostile:y 0.000000
@hostile:n 1.000000
@expires:y 0.016667
@expires:n 0.983333
@advance:y 0.005556
@advance:n 0.994444
@obtain:y 0.000000
@obtain:n 1.000000
@eventually:y 0.000000
@eventually:n 1.000000
@industrialised:y 0.005556
@industrialised:n 0.994444
@nearby:y 0.005556
@nearby:n 0.994444
@utilities:y 0.005556
@utilities:n 0.994444
@body:y 0.011111
@body:n 0.988889
@bear:y 0.005556
@bear:n 0.994444
@cereals:y 0.005556
@cereals:n 0.994444
@levy:y 0.000000
@levy:n 1.000000
@george:y 0.005556
@george:n 0.994444
@woolworth:y 0.000000
@woolworth:n 1.000000
@apply:y 0.005556
@apply:n 0.994444
@hand:y 0.000000
@hand:n 1.000000
@fears:y 0.000000
@fears:n 1.000000
@operated:y 0.005556
@operated:n 0.994444
@tenders:y 0.000000
@tenders:n 1.000000
@ensure:y 0.005556
@ensure:n 0.994444
@fluctuations:y 0.005556
@fluctuations:n 0.994444
@grounds:y 0.005556
@grounds:n 0.994444
@sulphur:y 0.000000
@sulphur:n 1.000000
@bhp:y 0.005556
@bhp:n 0.994444
@demands:y 0.011111
@demands:n 0.988889
@exchanges:y 0.005556
@exchanges:n 0.994444
@evidence:y 0.016667
@evidence:n 0.983333
@pounds:y 0.000000
@pounds:n 1.000000
@exporter:y 0.000000
@exporter:n 1.000000
@rainbow:y 0.000000
@rainbow:n 1.000000
@drain:y 0.027778
@drain:n 0.972222
@afg:y 0.000000
@afg:n 1.000000
@sept:y 0.000000
@sept:n 1.000000
@advantage:y 0.011111
@advantage:n 0.988889
@loading:y 0.005556
@loading:n 0.994444
@usx:y 0.000000
@usx:n 1.000000
@elaborate:y 0.005556
@elaborate:n 0.994444
@replace:y 0.011111
@replace:n 0.988889
@damaged:y 0.000000
@damaged:n 1.000000
@software:y 0.000000
@software:n 1.000000
@retain:y 0.000000
@retain:n 1.000000
@sachs:y 0.005556
@sachs:n 0.994444
@vessel:y 0.016667
@vessel:n 0.983333
@feel:y 0.011111
@feel:n 0.988889
@attractive:y 0.005556
@attractive:n 0.994444
@williams:y 0.000000
@williams:n 1.000000
@feedgrains:y 0.000000
@feedgrains:n 1.000000
@martin:y 0.000000
@martin:n 1.000000
@diamond:y 0.000000
@diamond:n 1.000000
@tough:y 0.005556
@tough:n 0.994444
@reaction:y 0.005556
@reaction:n 0.994444
@fundamentals:y 0.005556
@fundamentals:n 0.994444
@newmont:y 0.000000
@newmont:n 1.000000
@widely:y 0.022222
@widely:n 0.977778
@books:y 0.000000
@books:n 1.000000
@tonight:y 0.000000
@tonight:n 1.000000
@stressed:y 0.000000
@stressed:n 1.000000
@ventures:y 0.005556
@ventures:n 0.994444
@restaurants:y 0.005556
@restaurants:n 0.994444
@concerns:y 0.000000
@concerns:n 1.000000
@recommendation:y 0.011111
@recommendation:n 0.988889
@managing:y 0.005556
@managing:n 0.994444
@introduction:y 0.005556
@introduction:n 0.994444
@kind:y 0.005556
@kind:n 0.994444
@api:y 0.000000
@api:n 1.000000
@million:y 0.011111
@million:n 0.988889
@affecting:y 0.005556
@affecting:n 0.994444
@indicator:y 0.011111
@indicator:n 0.988889
@studying:y 0.011111
@studying:n 0.988889
@switzerland:y 0.016667
@switzerland:n 0.983333
@black:y 0.000000
@black:n 1.000000
@tea:y 0.000000
@tea:n 1.000000
@boosted:y 0.000000
@boosted:n 1.000000
@aim:y 0.005556
@aim:n 0.994444
@card:y 0.016667
@card:n 0.983333
@center:y 0.011111
@center:n 0.988889
@zambia:y 0.000000
@zambia:n 1.000000
@remove:y 0.000000
@remove:n 1.000000
@gaf:y 0.000000
@gaf:n 1.000000
@radio:y 0.005556
@radio:n 0.994444
@fujitsu:y 0.000000
@fujitsu:n 1.000000
@shut:y 0.005556
@shut:n 0.994444
@registrations:y 0.005556
@registrations:n 0.994444
@aluminum:y 0.000000
@aluminum:n 1.000000
@kilo:y 0.011111
@kilo:n 0.988889
@valley:y 0.000000
@valley:n 1.000000
@initially:y 0.016667
@initially:n 0.983333
@extent:y 0.011111
@extent:n 0.988889
@preference:y 0.000000
@preference:n 1.000000
@justice:y 0.005556
@justice:n 0.994444
@stay:y 0.005556
@stay:n 0.994444
@earn:y 0.000000
@earn:n 1.000000
@uncertainty:y 0.011111
@uncertainty:n 0.988889
@iowa:y 0.000000
@iowa:n 1.000000
@applications:y 0.011111
@applications:n 0.988889
@primarily:y 0.016667
@primarily:n 0.983333
@tariff:y 0.000000
@tariff:n 1.000000
@province:y 0.000000
@province:n 1.000000
@tool:y 0.000000
@tool:n 1.000000
@korean:y 0.000000
@korean:n 1.000000
@louisiana:y 0.000000
@louisiana:n 1.000000
@amendment:y 0.000000
@amendment:n 1.000000
@jardine:y 0.000000
@jardine:n 1.000000
@kilos:y 0.005556
@kilos:n 0.994444
@dow:y 0.000000
@dow:n 1.000000
@jointly:y 0.022222
@jointly:n 0.977778
@social:y 0.016667
@social:n 0.983333
@retained:y 0.011111
@retained:n 0.988889
@aerospace:y 0.000000
@aerospace:n 1.000000
@michigan:y 0.000000
@michigan:n 1.000000
@lack:y 0.005556
@lack:n 0.994444
@opportunities:y 0.005556
@opportunities:n 0.994444
@incentives:y 0.005556
@incentives:n 0.994444
@nuclear:y 0.005556
@nuclear:n 0.994444
@increasingly:y 0.000000
@increasingly:n 1.000000
@unadjusted:y 0.005556
@unadjusted:n 0.994444
@commenting:y 0.005556
@commenting:n 0.994444
@encouraging:y 0.000000
@encouraging:n 1.000000
@focus:y 0.005556
@focus:n 0.994444
@tankers:y 0.000000
@tankers:n 1.000000
@reynolds:y 0.005556
@reynolds:n 0.994444
@norway:y 0.000000
@norway:n 1.000000
@reference:y 0.000000
@reference:n 1.000000
@disposal:y 0.005556
@disposal:n 0.994444
@recommended:y 0.005556
@recommended:n 0.994444
@severe:y 0.005556
@severe:n 0.994444
@foster:y 0.011111
@foster:n 0.988889
@strikes:y 0.005556
@strikes:n 0.994444
@lease:y 0.005556
@lease:n 0.994444
@exercise:y 0.011111
@exercise:n 0.988889
@plantings:y 0.000000
@plantings:n 1.000000
@noranda:y 0.000000
@noranda:n 1.000000
@votes:y 0.005556
@votes:n 0.994444
@recover:y 0.016667
@recover:n 0.983333
@businessmen:y 0.005556
@businessmen:n 0.994444
@obligations:y 0.000000
@obligations:n 1.000000
@faced:y 0.005556
@faced:n 0.994444
@intention:y 0.005556
@intention:n 0.994444
@expanded:y 0.022222
@expanded:n 0.977778
@heating:y 0.005556
@heating:n 0.994444
@ibc:y 0.000000
@ibc:n 1.000000
@livestock:y 0.011111
@livestock:n 0.988889
@calif:y 0.016667
@calif:n 0.983333
@subordinated:y 0.011111
@subordinated:n 0.988889
@protectionism:y 0.005556
@protectionism:n 0.994444
@idea:y 0.000000
@idea:n 1.000000
@internal:y 0.033333
@internal:n 0.966667
@delay:y 0.000000
@delay:n 1.000000
@applied:y 0.011111
@applied:n 0.988889
@southwest:y 0.000000
@southwest:n 1.000000
@supported:y 0.000000
@supported:n 1.000000
@miguel:y 0.000000
@miguel:n 1.000000
@regulations:y 0.016667
@regulations:n 0.983333
@seasonal:y 0.038889
@seasonal:n 0.961111
@ringgit:y 0.005556
@ringgit:n 0.994444
@bushel:y 0.000000
@bushel:n 1.000000
@chase:y 0.005556
@chase:n 0.994444
@defence:y 0.005556
@defence:n 0.994444
@circumstances:y 0.016667
@circumstances:n 0.983333
@workforce:y 0.016667
@workforce:n 0.983333
@connection:y 0.000000
@connection:n 1.000000
@reasonable:y 0.005556
@reasonable:n 0.994444
@station:y 0.000000
@station:n 1.000000
@combination:y 0.000000
@combination:n 1.000000
@approvals:y 0.005556
@approvals:n 0.994444
@merged:y 0.016667
@merged:n 0.983333
@decisions:y 0.011111
@decisions:n 0.988889
@carried:y 0.011111
@carried:n 0.988889
@ups:y 0.000000
@ups:n 1.000000
@lift:y 0.005556
@lift:n 0.994444
@downward:y 0.033333
@downward:n 0.966667
@auto:y 0.000000
@auto:n 1.000000
@providing:y 0.005556
@providing:n 0.994444
@protest:y 0.005556
@protest:n 0.994444
@debts:y 0.005556
@debts:n 0.994444
@argentina:y 0.000000
@argentina:n 1.000000
@comdata:y 0.000000
@comdata:n 1.000000
@lloyds:y 0.011111
@lloyds:n 0.988889
@enable:y 0.005556
@enable:n 0.994444
@bidding:y 0.000000
@bidding:n 1.000000
@awarded:y 0.000000
@awarded:n 1.000000
@asian:y 0.005556
@asian:n 0.994444
@representing:y 0.000000
@representing:n 1.000000
@adjustments:y 0.022222
@adjustments:n 0.977778
@proceed:y 0.000000
@proceed:n 1.000000
@hotel:y 0.016667
@hotel:n 0.983333
@mutual:y 0.022222
@mutual:n 0.977778
@brings:y 0.000000
@brings:n 1.000000
@telecom:y 0.000000
@telecom:n 1.000000
@voted:y 0.005556
@voted:n 0.994444
@initiative:y 0.005556
@initiative:n 0.994444
@bay:y 0.005556
@bay:n 0.994444
@aviation:y 0.005556
@aviation:n 0.994444
@portfolio:y 0.005556
@portfolio:n 0.994444
@eased:y 0.000000
@eased:n 1.000000
@guarantee:y 0.000000
@guarantee:n 1.000000
@deals:y 0.005556
@deals:n 0.994444
@waiting:y 0.000000
@waiting:n 1.000000
@traffic:y 0.011111
@traffic:n 0.988889
@resume:y 0.011111
@resume:n 0.988889
@interim:y 0.005556
@interim:n 0.994444
@traditional:y 0.016667
@traditional:n 0.983333
@drug:y 0.005556
@drug:n 0.994444
@chancellor:y 0.005556
@chancellor:n 0.994444
@shows:y 0.011111
@shows:n 0.988889
@establish:y 0.000000
@establish:n 1.000000
@protect:y 0.000000
@protect:n 1.000000
@opportunity:y 0.011111
@opportunity:n 0.988889
@reverse:y 0.000000
@reverse:n 1.000000
@hearing:y 0.005556
@hearing:n 0.994444
@totalling:y 0.011111
@totalling:n 0.988889
@technologies:y 0.000000
@technologies:n 1.000000
@belgium:y 0.000000
@belgium:n 1.000000
@iron:y 0.011111
@iron:n 0.988889
@kansas:y 0.005556
@kansas:n 0.994444
@rebate:y 0.000000
@rebate:n 1.000000
@rain:y 0.000000
@rain:n 1.000000
@passed:y 0.005556
@passed:n 0.994444
@double:y 0.038889
@double:n 0.961111
@unions:y 0.005556
@unions:n 0.994444
@branch:y 0.016667
@branch:n 0.983333
@intend:y 0.016667
@intend:n 0.983333
@coins:y 0.005556
@coins:n 0.994444
@recession:y 0.005556
@recession:n 0.994444
@flat:y 0.022222
@flat:n 0.977778
@fallen:y 0.005556
@fallen:n 0.994444
@algeria:y 0.000000
@algeria:n 1.000000
@refused:y 0.005556
@refused:n 0.994444
@allowing:y 0.000000
@allowing:n 1.000000
@established:y 0.000000
@established:n 1.000000
@mobil:y 0.005556
@mobil:n 0.994444
@reflects:y 0.011111
@reflects:n 0.988889
@matter:y 0.000000
@matter:n 1.000000
@moment:y 0.005556
@moment:n 0.994444
@attributed:y 0.044444
@attributed:n 0.955556
@covering:y 0.000000
@covering:n 1.000000
@extremely:y 0.011111
@extremely:n 0.988889
@pricing:y 0.000000
@pricing:n 1.000000
@noting:y 0.027778
@noting:n 0.972222
@opinion:y 0.000000
@opinion:n 1.000000
@managers:y 0.005556
@managers:n 0.994444
@movement:y 0.011111
@movement:n 0.988889
@labor:y 0.011111
@labor:n 0.988889
@motor:y 0.000000
@motor:n 1.000000
@ten:y 0.000000
@ten:n 1.000000
@qtrly:y 0.005556
@qtrly:n 0.994444
@curb:y 0.000000
@curb:n 1.000000
@reductions:y 0.033333
@reductions:n 0.966667
@disease:y 0.000000
@disease:n 1.000000
@difficulties:y 0.000000
@difficulties:n 1.000000
@shortly:y 0.011111
@shortly:n 0.988889
@grades:y 0.000000
@grades:n 1.000000
@acquiring:y 0.005556
@acquiring:n 0.994444
@direction:y 0.011111
@direction:n 0.988889
@status:y 0.011111
@status:n 0.988889
@list:y 0.011111
@list:n 0.988889
@creditors:y 0.000000
@creditors:n 1.000000
@reorganization:y 0.005556
@reorganization:n 0.994444
@stated:y 0.005556
@stated:n 0.994444
@angeles:y 0.000000
@angeles:n 1.000000
@carry:y 0.011111
@carry:n 0.988889
@fast:y 0.005556
@fast:n 0.994444
@competitiveness:y 0.005556
@competitiveness:n 0.994444
@pdvsa:y 0.005556
@pdvsa:n 0.994444
@specialty:y 0.011111
@specialty:n 0.988889
@shift:y 0.011111
@shift:n 0.988889
@icahn:y 0.000000
@icahn:n 1.000000
@decrease:y 0.005556
@decrease:n 0.994444
@citicorp:y 0.005556
@citicorp:n 0.994444
@rule:y 0.005556
@rule:n 0.994444
@cited:y 0.016667
@cited:n 0.983333
@weakness:y 0.005556
@weakness:n 0.994444
@identified:y 0.011111
@identified:n 0.988889
@profitability:y 0.016667
@profitability:n 0.983333
@coastal:y 0.000000
@coastal:n 1.000000
@threat:y 0.000000
@threat:n 1.000000
@satisfactory:y 0.016667
@satisfactory:n 0.983333
@dumping:y 0.005556
@dumping:n 0.994444
@aide:y 0.011111
@aide:n 0.988889
@cane:y 0.000000
@cane:n 1.000000
@deliveries:y 0.016667
@deliveries:n 0.983333
@turn:y 0.016667
@turn:n 0.983333
@dairy:y 0.011111
@dairy:n 0.988889
@military:y 0.005556
@military:n 0.994444
@harris:y 0.005556
@harris:n 0.994444
@zone:y 0.011111
@zone:n 0.988889
@appeared:y 0.005556
@appeared:n 0.994444
@rep:y 0.000000
@rep:n 1.000000
@panel:y 0.011111
@panel:n 0.988889
@beet:y 0.000000
@beet:n 1.000000
@ferruzzi:y 0.000000
@ferruzzi:n 1.000000
@fresh:y 0.005556
@fresh:n 0.994444
@los:y 0.000000
@los:n 1.000000
@petrobras:y 0.000000
@petrobras:n 1.000000
@banker:y 0.000000
@banker:n 1.000000
@committed:y 0.011111
@committed:n 0.988889
@structure:y 0.011111
@structure:n 0.988889
@florida:y 0.000000
@florida:n 1.000000
@adopted:y 0.022222
@adopted:n 0.977778
@portion:y 0.005556
@portion:n 0.994444
@published:y 0.005556
@published:n 0.994444
@hoped:y 0.000000
@hoped:n 1.000000
@wide:y 0.011111
@wide:n 0.988889
@cabinet:y 0.005556
@cabinet:n 0.994444
@cooperate:y 0.011111
@cooperate:n 0.988889
@bbl:y 0.000000
@bbl:n 1.000000
@modest:y 0.005556
@modest:n 0.994444
@differentials:y 0.005556
@differentials:n 0.994444
@room:y 0.011111
@room:n 0.988889
@herrington:y 0.000000
@herrington:n 1.000000
@fob:y 0.005556
@fob:n 0.994444
@republic:y 0.000000
@republic:n 1.000000
@original:y 0.011111
@original:n 0.988889
@pension:y 0.011111
@pension:n 0.988889
@circulation:y 0.033333
@circulation:n 0.966667
@upward:y 0.022222
@upward:n 0.977778
@moderate:y 0.005556
@moderate:n 0.994444
@enter:y 0.011111
@enter:n 0.988889
@talking:y 0.000000
@talking:n 1.000000
@renewed:y 0.000000
@renewed:n 1.000000
@ruled:y 0.005556
@ruled:n 0.994444
@ready:y 0.011111
@ready:n 0.988889
@semi:y 0.022222
@semi:n 0.977778
@congressional:y 0.022222
@congressional:n 0.977778
@indian:y 0.000000
@indian:n 1.000000
@william:y 0.000000
@william:n 1.000000
@contribution:y 0.027778
@contribution:n 0.972222
@miles:y 0.000000
@miles:n 1.000000
@barriers:y 0.005556
@barriers:n 0.994444
@advances:y 0.005556
@advances:n 0.994444
@components:y 0.005556
@components:n 0.994444
@confidence:y 0.016667
@confidence:n 0.983333
@achieve:y 0.000000
@achieve:n 1.000000
@refined:y 0.005556
@refined:n 0.994444
@partner:y 0.016667
@partner:n 0.983333
@possibly:y 0.000000
@possibly:n 1.000000
@narrow:y 0.016667
@narrow:n 0.983333
@strongly:y 0.005556
@strongly:n 0.994444
@extension:y 0.016667
@extension:n 0.983333
@shipped:y 0.005556
@shipped:n 0.994444
@exchequer:y 0.027778
@exchequer:n 0.972222
@risen:y 0.016667
@risen:n 0.983333
@care:y 0.005556
@care:n 0.994444
@gap:y 0.011111
@gap:n 0.988889
@latin:y 0.000000
@latin:n 1.000000
@ranges:y 0.005556
@ranges:n 0.994444
@philippine:y 0.000000
@philippine:n 1.000000
@resolve:y 0.005556
@resolve:n 0.994444
@bankruptcy:y 0.000000
@bankruptcy:n 1.000000
@seeks:y 0.000000
@seeks:n 1.000000
@netherlands:y 0.005556
@netherlands:n 0.994444
@emery:y 0.000000
@emery:n 1.000000
@bringing:y 0.016667
@bringing:n 0.983333
@atlantic:y 0.011111
@atlantic:n 0.988889
@conservation:y 0.005556
@conservation:n 0.994444
@develop:y 0.011111
@develop:n 0.988889
@stabilize:y 0.000000
@stabilize:n 1.000000
@makers:y 0.000000
@makers:n 1.000000
@sentiment:y 0.005556
@sentiment:n 0.994444
@stimulate:y 0.027778
@stimulate:n 0.972222
@inra:y 0.005556
@inra:n 0.994444
@threatened:y 0.000000
@threatened:n 1.000000
@leave:y 0.011111
@leave:n 0.988889
@progressive:y 0.000000
@progressive:n 1.000000
@highly:y 0.005556
@highly:n 0.994444
@denied:y 0.005556
@denied:n 0.994444
@lake:y 0.005556
@lake:n 0.994444
@hands:y 0.033333
@hands:n 0.966667
@imperial:y 0.000000
@imperial:n 1.000000
@approach:y 0.000000
@approach:n 1.000000
@offices:y 0.022222
@offices:n 0.977778
@mineral:y 0.005556
@mineral:n 0.994444
@scale:y 0.005556
@scale:n 0.994444
@pakistan:y 0.000000
@pakistan:n 1.000000
@separate:y 0.000000
@separate:n 1.000000
@success:y 0.011111
@success:n 0.988889
@affairs:y 0.016667
@affairs:n 0.983333
@turkish:y 0.000000
@turkish:n 1.000000
@highest:y 0.022222
@highest:n 0.977778
@suggested:y 0.005556
@suggested:n 0.994444
@commitments:y 0.000000
@commitments:n 1.000000
@parties:y 0.000000
@parties:n 1.000000
@live:y 0.000000
@live:n 1.000000
@signal:y 0.022222
@signal:n 0.977778
@impose:y 0.000000
@impose:n 1.000000
@cross:y 0.011111
@cross:n 0.988889
@formal:y 0.000000
@formal:n 1.000000
@scheme:y 0.000000
@scheme:n 1.000000
@tire:y 0.000000
@tire:n 1.000000
@actual:y 0.000000
@actual:n 1.000000
@federation:y 0.011111
@federation:n 0.988889
@exporting:y 0.011111
@exporting:n 0.988889
@contributed:y 0.016667
@contributed:n 0.983333
@certificate:y 0.005556
@certificate:n 0.994444
@write:y 0.027778
@write:n 0.972222
@asia:y 0.005556
@asia:n 0.994444
@trader:y 0.005556
@trader:n 0.994444
@movements:y 0.005556
@movements:n 0.994444
@premium:y 0.016667
@premium:n 0.983333
@expire:y 0.005556
@expire:n 0.994444
@determine:y 0.016667
@determine:n 0.983333
@declining:y 0.005556
@declining:n 0.994444
@extend:y 0.005556
@extend:n 0.994444
@emergency:y 0.005556
@emergency:n 0.994444
@nominal:y 0.033333
@nominal:n 0.966667
@setting:y 0.011111
@setting:n 0.988889
