1 (@hongkong:y) 0.012915

2 (@hongkong:n) 0.987085

3 (@defend:y) 0.003690

4 (@defend:n) 0.996310

5 (@created:y) 0.007380

6 (@created:n) 0.992620

7 (@cars:y) 0.007380

8 (@cars:n) 0.992620

9 (@peter:y) 0.014760

10 (@peter:n) 0.985240

11 (@dot:y) 0.001845

12 (@dot:n) 0.998155

13 (@consortium:y) 0.003690

14 (@consortium:n) 0.996310

15 (@wireless:y) 0.001845

16 (@wireless:n) 0.998155

17 (@programme:y) 0.007380

18 (@programme:n) 0.992620

19 (@kingdom:y) 0.014760

20 (@kingdom:n) 0.985240

21 (@centers:y) 0.001845

22 (@centers:n) 0.998155

23 (@nigeria:y) 0.001845

24 (@nigeria:n) 0.998155

25 (@favour:y) 0.003690

26 (@favour:n) 0.996310

27 (@textile:y) 0.001845

28 (@textile:n) 0.998155

29 (@bit:y) 0.012915

30 (@bit:n) 0.987085

31 (@siemens:y) 0.000000

32 (@siemens:n) 1.000000

33 (@affiliates:y) 0.009225

34 (@affiliates:n) 0.990775

35 (@chain:y) 0.003690

36 (@chain:n) 0.996310

37 (@comprising:y) 0.025830

38 (@comprising:n) 0.974170

39 (@rainfall:y) 0.001845

40 (@rainfall:n) 0.998155

41 (@trans:y) 0.005535

42 (@trans:n) 0.994465

43 (@rotterdam:y) 0.001845

44 (@rotterdam:n) 0.998155

45 (@cargill:y) 0.003690

46 (@cargill:n) 0.996310

47 (@backed:y) 0.005535

48 (@backed:n) 0.994465

49 (@guilder:y) 0.003690

50 (@guilder:n) 0.996310

51 (@aegean:y) 0.001845

52 (@aegean:n) 0.998155

53 (@weight:y) 0.007380

54 (@weight:n) 0.992620

55 (@listed:y) 0.005535

56 (@listed:n) 0.994465

57 (@disaster:y) 0.005535

58 (@disaster:n) 0.994465

59 (@delhi:y) 0.000000

60 (@delhi:n) 1.000000

61 (@greek:y) 0.001845

62 (@greek:n) 0.998155

63 (@cos:y) 0.003690

64 (@cos:n) 0.996310

65 (@objective:y) 0.003690

66 (@objective:n) 0.996310

67 (@oilseeds:y) 0.000000

68 (@oilseeds:n) 1.000000

69 (@spent:y) 0.007380

70 (@spent:n) 0.992620

71 (@cooper:y) 0.001845

72 (@cooper:n) 0.998155

73 (@owners:y) 0.000000

74 (@owners:n) 1.000000

75 (@textiles:y) 0.000000

76 (@textiles:n) 1.000000

77 (@adequate:y) 0.003690

78 (@adequate:n) 0.996310

79 (@float:y) 0.000000

80 (@float:n) 1.000000

81 (@bankamerica:y) 0.005535

82 (@bankamerica:n) 0.994465

83 (@sri:y) 0.001845

84 (@sri:n) 0.998155

85 (@imbalance:y) 0.000000

86 (@imbalance:n) 1.000000

87 (@economics:y) 0.000000

88 (@economics:n) 1.000000

89 (@amounted:y) 0.007380

90 (@amounted:n) 0.992620

