1 (@hongkong:y) 0.002105

2 (@hongkong:n) 0.997895

3 (@defend:y) 0.002105

4 (@defend:n) 0.997895

5 (@created:y) 0.004211

6 (@created:n) 0.995789

7 (@cars:y) 0.004211

8 (@cars:n) 0.995789

9 (@peter:y) 0.000000

10 (@peter:n) 1.000000

11 (@dot:y) 0.001053

12 (@dot:n) 0.998947

13 (@consortium:y) 0.002105

14 (@consortium:n) 0.997895

15 (@wireless:y) 0.005263

16 (@wireless:n) 0.994737

17 (@programme:y) 0.002105

18 (@programme:n) 0.997895

19 (@kingdom:y) 0.000000

20 (@kingdom:n) 1.000000

21 (@centers:y) 0.001053

22 (@centers:n) 0.998947

23 (@nigeria:y) 0.000000

24 (@nigeria:n) 1.000000

25 (@favour:y) 0.004211

26 (@favour:n) 0.995789

27 (@textile:y) 0.001053

28 (@textile:n) 0.998947

29 (@bit:y) 0.003158

30 (@bit:n) 0.996842

31 (@siemens:y) 0.000000

32 (@siemens:n) 1.000000

33 (@affiliates:y) 0.002105

34 (@affiliates:n) 0.997895

35 (@chain:y) 0.003158

36 (@chain:n) 0.996842

37 (@comprising:y) 0.004211

38 (@comprising:n) 0.995789

39 (@rainfall:y) 0.001053

40 (@rainfall:n) 0.998947

41 (@trans:y) 0.003158

42 (@trans:n) 0.996842

43 (@rotterdam:y) 0.002105

44 (@rotterdam:n) 0.997895

45 (@cargill:y) 0.000000

46 (@cargill:n) 1.000000

47 (@backed:y) 0.006316

48 (@backed:n) 0.993684

49 (@guilder:y) 0.002105

50 (@guilder:n) 0.997895

51 (@aegean:y) 0.001053

52 (@aegean:n) 0.998947

53 (@weight:y) 0.000000

54 (@weight:n) 1.000000

55 (@listed:y) 0.002105

56 (@listed:n) 0.997895

57 (@disaster:y) 0.005263

58 (@disaster:n) 0.994737

59 (@delhi:y) 0.000000

60 (@delhi:n) 1.000000

61 (@greek:y) 0.001053

62 (@greek:n) 0.998947

63 (@cos:y) 0.009474

64 (@cos:n) 0.990526

65 (@objective:y) 0.006316

66 (@objective:n) 0.993684

67 (@oilseeds:y) 0.001053

68 (@oilseeds:n) 0.998947

69 (@spent:y) 0.003158

70 (@spent:n) 0.996842

71 (@cooper:y) 0.003158

72 (@cooper:n) 0.996842

73 (@owners:y) 0.004211

74 (@owners:n) 0.995789

75 (@textiles:y) 0.001053

76 (@textiles:n) 0.998947

77 (@adequate:y) 0.000000

78 (@adequate:n) 1.000000

79 (@float:y) 0.003158

80 (@float:n) 0.996842

81 (@bankamerica:y) 0.004211

82 (@bankamerica:n) 0.995789

83 (@sri:y) 0.001053

84 (@sri:n) 0.998947

85 (@imbalance:y) 0.001053

86 (@imbalance:n) 0.998947

87 (@economics:y) 0.002105

88 (@economics:n) 0.997895

89 (@amounted:y) 0.002105

90 (@amounted:n) 0.997895

91 (@hotels:y) 0.001053

92 (@hotels:n) 0.998947

93 (@merchandise:y) 0.002105

94 (@merchandise:n) 0.997895

95 (@repeated:y) 0.006316

96 (@repeated:n) 0.993684

97 (@origin:y) 0.003158

98 (@origin:n) 0.996842

99 (@broadly:y) 0.001053

100 (@broadly:n) 0.998947

101 (@meal:y) 0.003158

102 (@meal:n) 0.996842

103 (@earthquake:y) 0.001053

104 (@earthquake:n) 0.998947

105 (@manufacturer:y) 0.005263

106 (@manufacturer:n) 0.994737

107 (@merchant:y) 0.005263

108 (@merchant:n) 0.994737

109 (@shamrock:y) 0.000000

110 (@shamrock:n) 1.000000

111 (@rio:y) 0.003158

112 (@rio:n) 0.996842

113 (@midland:y) 0.003158

114 (@midland:n) 0.996842

115 (@terminated:y) 0.001053

116 (@terminated:n) 0.998947

117 (@pace:y) 0.007368

118 (@pace:n) 0.992632

119 (@informal:y) 0.001053

120 (@informal:n) 0.998947

121 (@basin:y) 0.001053

122 (@basin:n) 0.998947

123 (@depending:y) 0.001053

124 (@depending:n) 0.998947

125 (@expense:y) 0.008421

126 (@expense:n) 0.991579

127 (@alleged:y) 0.007368

128 (@alleged:n) 0.992632

129 (@fear:y) 0.004211

130 (@fear:n) 0.995789

131 (@expanding:y) 0.002105

132 (@expanding:n) 0.997895

133 (@container:y) 0.000000

134 (@container:n) 1.000000

135 (@goal:y) 0.007368

136 (@goal:n) 0.992632

137 (@halt:y) 0.003158

138 (@halt:n) 0.996842

139 (@tonnage:y) 0.001053

140 (@tonnage:n) 0.998947

141 (@conservative:y) 0.007368

142 (@conservative:n) 0.992632

143 (@moved:y) 0.008421

144 (@moved:n) 0.991579

145 (@pushed:y) 0.004211

146 (@pushed:n) 0.995789

147 (@thirds:y) 0.002105

148 (@thirds:n) 0.997895

149 (@complex:y) 0.002105

150 (@complex:n) 0.997895

151 (@core:y) 0.003158

152 (@core:n) 0.996842

153 (@strengthen:y) 0.001053

154 (@strengthen:n) 0.998947

155 (@refineries:y) 0.001053

156 (@refineries:n) 0.998947

157 (@rapid:y) 0.005263

158 (@rapid:n) 0.994737

159 (@smc:y) 0.000000

160 (@smc:n) 1.000000

161 (@meant:y) 0.004211

162 (@meant:n) 0.995789

163 (@involving:y) 0.006316

164 (@involving:n) 0.993684

165 (@peak:y) 0.002105

166 (@peak:n) 0.997895

167 (@ontario:y) 0.004211

168 (@ontario:n) 0.995789

169 (@conrac:y) 0.000000

170 (@conrac:n) 1.000000

171 (@honeywell:y) 0.000000

172 (@honeywell:n) 1.000000

173 (@executives:y) 0.001053

174 (@executives:n) 0.998947

175 (@forces:y) 0.003158

176 (@forces:n) 0.996842

177 (@club:y) 0.004211

178 (@club:n) 0.995789

179 (@dealing:y) 0.003158

180 (@dealing:n) 0.996842

181 (@turning:y) 0.003158

182 (@turning:n) 0.996842

183 (@uruguay:y) 0.001053

184 (@uruguay:n) 0.998947

185 (@mart:y) 0.000000

186 (@mart:n) 1.000000

187 (@covered:y) 0.002105

188 (@covered:n) 0.997895

189 (@destinations:y) 0.003158

190 (@destinations:n) 0.996842

191 (@lme:y) 0.001053

192 (@lme:n) 0.998947

193 (@deficiency:y) 0.000000

194 (@deficiency:n) 1.000000

195 (@dauster:y) 0.001053

196 (@dauster:n) 0.998947

197 (@showing:y) 0.004211

198 (@showing:n) 0.995789

199 (@entertainment:y) 0.002105

200 (@entertainment:n) 0.997895

201 (@expensive:y) 0.005263

202 (@expensive:n) 0.994737

203 (@faster:y) 0.003158

204 (@faster:n) 0.996842

205 (@propose:y) 0.003158

206 (@propose:n) 0.996842

207 (@requires:y) 0.004211

208 (@requires:n) 0.995789

209 (@jersey:y) 0.003158

210 (@jersey:n) 0.996842

211 (@warrant:y) 0.000000

212 (@warrant:n) 1.000000

213 (@poehl:y) 0.000000

214 (@poehl:n) 1.000000

215 (@est:y) 0.002105

216 (@est:n) 0.997895

217 (@join:y) 0.002105

218 (@join:n) 0.997895

219 (@rapeseed:y) 0.000000

220 (@rapeseed:n) 1.000000

221 (@orange:y) 0.003158

222 (@orange:n) 0.996842

223 (@returned:y) 0.003158

224 (@returned:n) 0.996842

225 (@sumitomo:y) 0.000000

226 (@sumitomo:n) 1.000000

227 (@alcan:y) 0.003158

228 (@alcan:n) 0.996842

229 (@calculated:y) 0.001053

230 (@calculated:n) 0.998947

231 (@salomon:y) 0.002105

232 (@salomon:n) 0.997895

233 (@pioneer:y) 0.000000

234 (@pioneer:n) 1.000000

235 (@wagner:y) 0.004211

236 (@wagner:n) 0.995789

237 (@match:y) 0.003158

238 (@match:n) 0.996842

239 (@smelter:y) 0.006316

240 (@smelter:n) 0.993684

241 (@saudis:y) 0.002105

242 (@saudis:n) 0.997895

243 (@achieved:y) 0.004211

244 (@achieved:n) 0.995789

245 (@renault:y) 0.000000

246 (@renault:n) 1.000000

247 (@van:y) 0.000000

248 (@van:n) 1.000000

249 (@spread:y) 0.002105

250 (@spread:n) 0.997895

251 (@bally:y) 0.001053

252 (@bally:n) 0.998947

253 (@deficits:y) 0.001053

254 (@deficits:n) 0.998947

255 (@requested:y) 0.004211

256 (@requested:n) 0.995789

257 (@utility:y) 0.004211

258 (@utility:n) 0.995789

259 (@ban:y) 0.001053

260 (@ban:n) 0.998947

261 (@bolivia:y) 0.000000

262 (@bolivia:n) 1.000000

263 (@mill:y) 0.000000

264 (@mill:n) 1.000000

265 (@wait:y) 0.003158

266 (@wait:n) 0.996842

267 (@retaliate:y) 0.001053

268 (@retaliate:n) 0.998947

269 (@book:y) 0.004211

270 (@book:n) 0.995789

271 (@charged:y) 0.009474

272 (@charged:n) 0.990526

273 (@interstate:y) 0.000000

274 (@interstate:n) 1.000000

275 (@annually:y) 0.006316

276 (@annually:n) 0.993684

277 (@manhattan:y) 0.005263

278 (@manhattan:n) 0.994737

279 (@represented:y) 0.003158

280 (@represented:n) 0.996842

281 (@intermediate:y) 0.004211

282 (@intermediate:n) 0.995789

283 (@refiners:y) 0.004211

284 (@refiners:n) 0.995789

285 (@appreciation:y) 0.002105

286 (@appreciation:n) 0.997895

287 (@gained:y) 0.007368

288 (@gained:n) 0.992632

289 (@funding:y) 0.001053

290 (@funding:n) 0.998947

291 (@begun:y) 0.005263

292 (@begun:n) 0.994737

293 (@pesch:y) 0.000000

294 (@pesch:n) 1.000000

295 (@texaco:y) 0.000000

296 (@texaco:n) 1.000000

297 (@improving:y) 0.001053

298 (@improving:n) 0.998947

299 (@counter:y) 0.004211

300 (@counter:n) 0.995789

