1 (@hongkong:y) 0.000000

2 (@hongkong:n) 1.000000

3 (@defend:y) 0.002843

4 (@defend:n) 0.997157

5 (@created:y) 0.005117

6 (@created:n) 0.994883

7 (@cars:y) 0.003980

8 (@cars:n) 0.996020

9 (@peter:y) 0.005117

10 (@peter:n) 0.994883

11 (@dot:y) 0.001706

12 (@dot:n) 0.998294

13 (@consortium:y) 0.001706

14 (@consortium:n) 0.998294

15 (@wireless:y) 0.000569

16 (@wireless:n) 0.999431

17 (@programme:y) 0.001706

18 (@programme:n) 0.998294

19 (@kingdom:y) 0.000569

20 (@kingdom:n) 0.999431

21 (@centers:y) 0.003411

22 (@centers:n) 0.996589

23 (@nigeria:y) 0.002274

24 (@nigeria:n) 0.997726

25 (@favour:y) 0.004548

26 (@favour:n) 0.995452

27 (@textile:y) 0.000569

28 (@textile:n) 0.999431

29 (@bit:y) 0.001706

30 (@bit:n) 0.998294

31 (@siemens:y) 0.001706

32 (@siemens:n) 0.998294

33 (@affiliates:y) 0.001706

34 (@affiliates:n) 0.998294

35 (@chain:y) 0.002843

36 (@chain:n) 0.997157

37 (@comprising:y) 0.002274

38 (@comprising:n) 0.997726

39 (@rainfall:y) 0.000000

40 (@rainfall:n) 1.000000

41 (@trans:y) 0.006254

42 (@trans:n) 0.993746

43 (@rotterdam:y) 0.001137

44 (@rotterdam:n) 0.998863

45 (@cargill:y) 0.000569

46 (@cargill:n) 0.999431

47 (@backed:y) 0.005117

48 (@backed:n) 0.994883

49 (@guilder:y) 0.000569

50 (@guilder:n) 0.999431

51 (@aegean:y) 0.000000

52 (@aegean:n) 1.000000

53 (@weight:y) 0.001706

54 (@weight:n) 0.998294

55 (@listed:y) 0.003980

56 (@listed:n) 0.996020

57 (@disaster:y) 0.002843

58 (@disaster:n) 0.997157

59 (@delhi:y) 0.001137

60 (@delhi:n) 0.998863

61 (@greek:y) 0.000000

62 (@greek:n) 1.000000

63 (@cos:y) 0.005685

64 (@cos:n) 0.994315

65 (@objective:y) 0.004548

66 (@objective:n) 0.995452

67 (@oilseeds:y) 0.003980

68 (@oilseeds:n) 0.996020

69 (@spent:y) 0.002843

70 (@spent:n) 0.997157

71 (@cooper:y) 0.003980

72 (@cooper:n) 0.996020

73 (@owners:y) 0.005685

74 (@owners:n) 0.994315

75 (@textiles:y) 0.002843

76 (@textiles:n) 0.997157

77 (@adequate:y) 0.001706

78 (@adequate:n) 0.998294

79 (@float:y) 0.000569

80 (@float:n) 0.999431

81 (@bankamerica:y) 0.001137

82 (@bankamerica:n) 0.998863

83 (@sri:y) 0.000569

84 (@sri:n) 0.999431

85 (@imbalance:y) 0.001137

86 (@imbalance:n) 0.998863

87 (@economics:y) 0.002843

88 (@economics:n) 0.997157

89 (@amounted:y) 0.005685

90 (@amounted:n) 0.994315

91 (@hotels:y) 0.001137

92 (@hotels:n) 0.998863

93 (@merchandise:y) 0.003980

94 (@merchandise:n) 0.996020

95 (@repeated:y) 0.002274

96 (@repeated:n) 0.997726

97 (@origin:y) 0.002843

98 (@origin:n) 0.997157

99 (@broadly:y) 0.002274

100 (@broadly:n) 0.997726

101 (@meal:y) 0.002274

102 (@meal:n) 0.997726

103 (@earthquake:y) 0.000569

104 (@earthquake:n) 0.999431

105 (@manufacturer:y) 0.005117

106 (@manufacturer:n) 0.994883

107 (@merchant:y) 0.002274

108 (@merchant:n) 0.997726

109 (@shamrock:y) 0.000000

110 (@shamrock:n) 1.000000

111 (@rio:y) 0.001706

112 (@rio:n) 0.998294

113 (@midland:y) 0.000569

114 (@midland:n) 0.999431

115 (@terminated:y) 0.002274

116 (@terminated:n) 0.997726

117 (@pace:y) 0.005117

118 (@pace:n) 0.994883

119 (@informal:y) 0.003411

120 (@informal:n) 0.996589

121 (@basin:y) 0.003411

122 (@basin:n) 0.996589

123 (@depending:y) 0.002843

124 (@depending:n) 0.997157

125 (@expense:y) 0.004548

126 (@expense:n) 0.995452

127 (@alleged:y) 0.003411

128 (@alleged:n) 0.996589

129 (@fear:y) 0.001706

130 (@fear:n) 0.998294

131 (@expanding:y) 0.003411

132 (@expanding:n) 0.996589

133 (@container:y) 0.003411

134 (@container:n) 0.996589

